Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Target
-0.7352010347632466,1.7987250183513115,-1.0955193888455623,1.6562082520572956,-0.88075408960273,65.41728373729866
-1.6135613978767411,-1.3719011429313563,-0.17294605992342302,1.4711703274936085,1.7117084801423437,-27.50515887623155
0.651391251305798,0.9540017634932023,0.570890510693167,-0.31526924464034556,1.135565640180599,66.70488812953596
-1.3505559643429832,-0.6870140996994973,-0.47579544400490115,-0.07587145068502332,-0.8261119917145421,-54.40413954943949
1.5541604207147741,0.34233783448962146,-0.5309708978119645,0.8539759765522237,-0.33513778117145177,0.11340674749638124
-0.8369207037962799,-0.9163209190734197,1.0651719657143865,-0.1403750589053363,1.4526167454861794,34.19320373561547
0.5219415656168976,-1.3204566130842763,0.78182287177731,0.29698467323318606,-1.236950710878082,-61.289369622394815
-2.0755880090785332,-1.2284438312657626,0.47154238041820573,-0.08606969279089306,-1.8311448783383502,-90.20596961134193
-0.10434279298689202,2.814654444472553,-0.4151002889633696,0.39330705000532395,0.7007006121205837,127.79118972358329
-0.05310680169691065,0.7638603516334226,1.144293068559939,-0.5509818035382495,-1.387868550455802,32.94443793405477
0.7793490039053323,1.2496189052966666,-0.9878733409007492,-0.03901951937754412,-0.8468509661253646,8.671618370461445
-1.1793691216326172,0.46248362406685406,-0.33638694541113623,0.1722543864110375,0.9603047962814704,31.270439164072084
-0.44643361455052827,0.1866091231563581,0.27902152577033923,0.19408999289830758,0.6078965097165392,18.61984537781168
0.924027019206901,-1.2511135763853032,-0.3095464393139903,-0.18490213644298903,0.326133022242118,-61.160419607600254
0.22899639245934025,-0.7331561971099966,0.7719201548366751,-1.8579014513982872,0.44130715169924584,-9.987590101219743
1.0240625258114624,1.2083662305931424,2.006092888159123,0.5925269492011831,2.061503576636398,125.10874348553727
1.0269862633197322,0.2125740306322149,2.1650560678066024,1.105900424357309,1.190548594343596,63.064343405902996
0.25972250172148187,0.048084946661381994,-1.804882100664519,-0.9043166251044086,-1.6275424378831627,-47.15461142586614
0.2010990467149675,-0.05761879703358539,0.3649610024662251,1.050654396007612,2.403415585238275,65.80475030999442
-0.12951724686344077,0.5835443030118876,1.279464931657751,0.5798572852951321,1.0417246640588513,79.31206882941542
0.12320480678448571,-0.1758858124323366,-0.8432465953161914,0.5514853760404677,2.1709427174978138,-0.6377751433531991
0.8861911885847956,1.3510728924131392,-1.500221861446936,-0.06263957732723487,-0.7788370428204348,4.569050073498396
-0.6724855960063362,0.032407013340136216,2.0979393391324312,0.22327083592026087,-0.5256309339853844,9.913362097171614
0.5500520990245519,-0.2246331499970246,0.9407711879882159,-0.9683444548636353,-0.9824873935383096,-8.079996002593317
0.7688396759688971,0.049308331520222654,-0.7316317389085281,-0.6082265074447593,1.8904406851557827,29.65734577694488
-0.221253623585772,-1.1032083657216831,-1.9663565893760018,-0.27681329988892067,2.056207129940322,-62.102114298028326
